Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
218569826,Is a River Alive?,Robert Macfarlane,"Macfarlane, Robert",,"=""0393242137""","=""9780393242133""",0,4.24,W. W. Norton & Company,Hardcover,384,2025,2025,,2025/12/07,to-read,to-read (#622),to-read,,,,0,0
243923303,True Human: Reimagining Ourselves at the End of Our World,Samantha Sweetwater,"Sweetwater, Samantha",,"=""""","=""9798999965714""",0,5.00,Samantha Sweetwater,Kindle Edition,546,2025,,,2025/12/07,to-read,to-read (#621),to-read,,,,0,0
1340181,TechnoFeminism,Judy Wajcman,"Wajcman, Judy",,"=""0745630448""","=""9780745630441""",0,4.06,Polity,Paperback,160,2004,2004,,2025/11/19,to-read,to-read (#620),to-read,,,,0,0
48765544,The Non-Existence of the Real World,Jan Westerhoff,"Westerhoff, Jan",,"=""0198847912""","=""9780198847915""",0,4.00,Oxford University Press,Hardcover,384,2020,,,2025/10/03,to-read,to-read (#619),to-read,,,,0,0
221473776,"Outgrowing Modernity: Navigating Complexity, Complicity, and Collapse with Accountability and Compassion",Vanessa Machado De Oliveira,"Oliveira, Vanessa Machado De",,"=""""","=""9798889842507""",0,4.47,North Atlantic Books,Paperback,368,2025,,,2025/05/07,reading-soon,reading-soon (#12),reading-soon,,,,0,0
738083,Meeting the Universe Halfway: Quantum Physics and the Entanglement of Matter and Meaning,Karen Barad,"Barad, Karen",,"=""082233917X""","=""9780822339175""",0,4.35,Duke University Press,Paperback,524,2007,2006,,2019/11/17,reading-soon,reading-soon (#11),reading-soon,,,,0,0
218372426,Moral Ambition: Stop Wasting Your Talent and Start Making a Difference,Rutger Bregman,"Bregman, Rutger",,"=""031658035X""","=""9780316580359""",0,3.74,"Little, Brown and Company",Hardcover,304,2025,2024,,2025/08/23,to-read,to-read (#618),to-read,,,,0,0
229269843,"Stellar: A world beyond limits, and how to get there.",James Arbib,"Arbib, James",Tony Seba,"=""""","=""""",0,3.75,James Arbib and Tony Seba,Paperback,260,2025,,,2025/08/18,to-read,to-read (#617),to-read,,,,0,0
17934759,Codex Seraphinianus,Luigi Serafini,"Serafini, Luigi",,"=""0847842134""","=""9780847842131""",0,4.50,Rizzoli,Hardcover,396,2013,1981,,2025/07/28,to-read,to-read (#616),to-read,,,,0,0
58353189,A Half-Built Garden,Ruthanna Emrys,"Emrys, Ruthanna",,"=""1250210984""","=""9781250210982""",0,3.61,Tordotcom,Hardcover,352,2022,2022,,2025/07/16,to-read,to-read (#615),to-read,,,,0,0
228173490,Our Dark Divinity,Bruce Lyon,"Lyon, Bruce",Janine Ma-Ree,"=""""","=""""",0,5.00,,Kindle Edition,210,2025,,,2025/07/08,to-read,to-read (#614),to-read,,,,0,0
34466962,"There's No Such Thing as Bad Weather: A Scandinavian Mom's Secrets for Raising Healthy, Resilient, and Confident Kids (from Friluftsliv to Hygge)",Linda Åkeson McGurk,"McGurk, Linda Åkeson",,"=""150114362X""","=""9781501143625""",0,4.11,Touchstone,Hardcover,304,2017,2017,,2025/07/06,to-read,to-read (#613),to-read,,,,0,0
16144851,Parenting Without Borders: Surprising Lessons Parents Around the World Can Teach Us,Christine Gross-Loh,"Gross-Loh, Christine",,"=""1583334556""","=""9781583334553""",0,3.93,Avery,Hardcover,308,2013,2013,,2025/07/06,to-read,to-read (#612),to-read,,,,0,0
12470851,How Eskimos Keep Their Babies Warm: And Other Adventures in Parenting (from Argentina to Tanzania and everywhere in between),Mei-Ling Hopgood,"Hopgood, Mei-Ling",,"=""156512958X""","=""9781565129580""",0,3.59,Algonquin Books,Paperback,304,2012,2012,,2025/07/06,to-read,to-read (#611),to-read,,,,0,0
54304028,"Hunt, Gather, Parent: What Ancient Cultures Can Teach Us About the Lost Art of Raising Happy, Helpful Little Humans",Michaeleen Doucleff,"Doucleff, Michaeleen",,"=""1982149671""","=""9781982149673""",0,4.14,Avid Reader Press / Simon & Schuster,Hardcover,352,2021,2021,,2025/07/06,to-read,to-read (#610),to-read,,,,0,0
217387677,Death by Astonishment: Confronting the Mystery of the World's Strangest Drug (The DMT Book),Andrew R. Gallimore,"Gallimore, Andrew R.",Graham Hancock,"=""1250357756""","=""9781250357755""",0,4.39,St. Martin's Press,Hardcover,320,2025,2025,,2025/07/01,to-read,to-read (#609),to-read,,,,0,0
406373,Faust,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Walter Kaufmann,"=""0385031149""","=""9780385031141""",0,3.90,Vintage,Paperback,503,1962,1808,,2018/02/19,to-read,to-read (#2),to-read,,,,0,0
17804353,Political Emotions: Why Love Matters for Justice,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""0674724658""","=""9780674724655""",0,3.80,Belknap Press,Hardcover,480,2013,2013,,2025/06/17,to-read,to-read (#608),to-read,,,,0,0
52626691,See No Stranger: A Memoir and Manifesto of Revolutionary Love,Valarie Kaur,"Kaur, Valarie",,"=""0525509097""","=""9780525509097""",0,4.53,One World,Hardcover,389,2020,2020,,2025/06/17,to-read,to-read (#607),to-read,,,,0,0
208999883,These Strange New Minds: How AI Learned to Talk and What It Means,Christopher Summerfield,"Summerfield, Christopher",,"=""1405966173""","=""9781405966177""",0,4.16,Penguin,Kindle Edition,367,2025,2025,,2025/06/14,to-read,to-read (#606),to-read,,,,0,0
56620811,The Age of AI and Our Human Future,Henry Kissinger,"Kissinger, Henry","Eric Schmidt, Daniel Huttenlocher","=""0316273805""","=""9780316273800""",0,3.44,"Little, Brown and Company",Hardcover,272,2021,,,2025/06/14,to-read,to-read (#605),to-read,,,,0,0
198843270,Loving Corrections (Emergent Strategy #12),Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849355134""","=""9781849355131""",0,4.26,AK Press,Kindle Edition,203,2024,,,2025/06/13,to-read,to-read (#604),to-read,,,,0,0
17934793,The Doors of Joy: 19 Meditations for Authentic Living,Daniel Odier,"Odier, Daniel",,"=""1780286716""","=""9781780286716""",0,3.92,Watkins Publishing,Hardcover,128,2014,2014,,2025/06/10,to-read,to-read (#603),to-read,,,,0,0
584225,Yoga Spandakarika: The Sacred Texts at the Origins of Tantra,Daniel Odier,"Odier, Daniel",,"=""1594770514""","=""9781594770517""",0,4.23,Inner Traditions,Paperback,192,2005,2005,,2025/06/10,to-read,to-read (#602),to-read,,,,0,0
442805,Desire: The Tantric Path to Awakening,Daniel Odier,"Odier, Daniel",,"=""0892818581""","=""9780892818587""",0,4.32,Inner Traditions Bear and Company,Paperback,192,2001,2001,,2025/06/10,to-read,to-read (#600),to-read,,,,0,0
28688061,Tantric Kali: Secret Practices and Rituals,Daniel Odier,"Odier, Daniel",,"=""162055559X""","=""9781620555590""",0,3.82,Inner Traditions,Paperback,128,2016,,,2025/06/10,to-read,to-read (#601),to-read,,,,0,0
222376600,Saltcrop,Yume Kitasei,"Kitasei, Yume",,"=""1250380960""","=""9781250380968""",0,3.90,Flatiron Books,Hardcover,384,2025,2025,,2025/06/10,to-read,to-read (#599),to-read,,,,0,0
59909433,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""1529083524""","=""9781529083521""",4,4.05,Picador,Kindle Edition,274,2022,2022,2025/05/30,2025/05/27,,,read,,,,1,0
60784471,The Terraformers,Annalee Newitz,"Newitz, Annalee",,"=""1250228018""","=""9781250228017""",0,3.33,Tor Books,Hardcover,338,2023,2023,,2025/05/27,to-read,to-read (#598),to-read,,,,0,0
176444106,Abundance,Ezra Klein,"Klein, Ezra",Derek   Thompson,"=""1668023482""","=""9781668023488""",0,3.96,Avid Reader Press / Simon & Schuster,Hardcover,304,2025,2025,,2025/05/19,to-read,to-read (#597),to-read,,,,0,0
57693611,Terraform: Watch/Worlds/Burn,Brian Merchant,"Merchant, Brian","Claire L.  Evans, Cory Doctorow, Sam  Biddle, James Bridle, Jennifer Marie Brissett, Tobias S. Buckell, Tori Cárdenas, Shannon Chamberlain, Chloe Cole, Nan Craig, Malon Edwards, Omar El Akkad, Meg Elison, Rose Eveleth, Fernando A. Flores, Paul Ford, Sarah Gailey, Peter Milne Greiner, Malcolm Harris, Porpentine Charity Heartscape, Eric Holthaus, Andrew Dana Hudson, Sahil Lavingia, Tao Lin, Geoff Manaugh, Tim Maughan, Joanne McNeil, Lincoln Michel, Sam J. Miller, Lia Swope Mitchell, Gus Moreno, Kevin Nguyen, Russell Nichols, Frankie Ochoa, Tochi Onyebuchi, Laurie Penny, Zora Mai Quỳnh, Robin Sloan, Emily J. Smith, Julian Mortimer Smith, Bruce Sterling, Seamus Sullivan, Wole Talabi, Tlotlo Tsamaase, Ellen Ullman, Debbie Urbanski, Jeff Vandermeer, Marlee Jane Ward, Elvia Wilk, Max Wynne, E. Lily Yu, Jess Zimmerman","=""0374602662""","=""9780374602666""",0,3.87,FSG,Paperback,496,2022,2022,,2024/09/17,to-read,to-read (#596),to-read,,,,0,0
205478758,Personality and Wholeness in Therapy: Integrating 9 Patterns of Developmental Pathways in Clinical Practice (Norton Series on Interpersonal Neurobiology),Daniel J. Siegel M.D.,"M.D., Daniel J. Siegel",PDP Group,"=""1324016299""","=""9781324016298""",0,4.43,W. W. Norton & Company,Paperback,416,2024,,,2025/05/19,to-read,to-read (#595),to-read,,,,0,0
52773080,The World We Create: From God to Market,Tomas Björkman,"Björkman, Tomas",,"=""1912892480""","=""9781912892488""",5,4.35,Perspectiva Press,Kindle Edition,570,2019,,2025/05/12,2019/10/22,,,read,,,,1,0
213618136,"The Technological Republic: Hard Power, Soft Belief, and the Future of the West",Alexander C. Karp,"Karp, Alexander C.",Nicholas W. Zamiska,"=""0593798694""","=""9780593798690""",0,3.61,Crown Currency,Hardcover,320,2025,,,2025/05/08,to-read,to-read (#594),to-read,,,,0,0
18224060,The Concise 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""""","=""""",0,4.09,Viva Books,Hardcover,195,2011,2013,,2023/02/05,to-read,to-read (#379),to-read,,,,0,0
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",5,4.21,,Kindle Edition,220,2020,2020,2025/04/03,2025/02/04,,,read,,,,1,0
42800306,"High Weirdness: Drugs, Esoterica, and Visionary Experiences in the Seventies",Erik              Davis,"Davis, Erik",,"=""1907222766""","=""9781907222764""",0,4.19,Mit Pr,Hardcover,545,2019,,,2025/02/09,to-read,to-read (#593),to-read,,,,0,0
206998,"TechGnosis: Myth, Magic & Mysticism in the Age of Information",Erik              Davis,"Davis, Erik",,"=""1852427728""","=""9781852427726""",0,4.15,Five Star,Paperback,372,2005,1998,,2025/02/09,to-read,to-read (#592),to-read,,,,0,0
55319078,Crazy Wisdom of the Yogini: Teachings of the Kashmiri Mahamudra Tradition,Daniel Odier,"Odier, Daniel",,"=""1644112086""","=""9781644112083""",0,3.91,Inner Traditions,Paperback,160,2021,,,2025/01/28,to-read,to-read (#591),to-read,,,,0,0
29587,Down and Out in the Magic Kingdom,Cory Doctorow,"Doctorow, Cory",,"=""076530953X""","=""9780765309532""",0,3.56,St Martins Pr,Paperback,208,2003,2003,,2025/01/15,to-read,to-read (#590),to-read,,,,0,0
23398748,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1592409105""","=""9781592409105""",0,4.18,Avery,Hardcover,272,2015,2015,,2024/11/21,to-read,to-read (#589),to-read,,,,0,0
3082010,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Graham Parkes,"=""0199537097""","=""9780199537099""",0,4.07,Oxford University Press,Paperback,384,2009,1883,,2024/09/22,reading-soon,reading-soon (#10),reading-soon,,,,1,0
65167542,Emergentism: A Religion of Complexity for the Metamodern World (Metamodern Spirituality #6),Brendan Graham Dempsey,"Dempsey, Brendan Graham",Adyahanzi,"=""""","=""""",0,4.34,,Kindle Edition,302,2022,,,2024/11/08,reading-soon,reading-soon (#9),reading-soon,,,,1,0
197228305,Combining,Nora Bateson,"Bateson, Nora",,"=""1913743853""","=""9781913743857""",0,4.77,Triarchy Press Ltd,Paperback,396,2023,,,2024/02/05,reading-soon,reading-soon (#8),reading-soon,,,,1,0
54324495,"Changing The World We Create: Beyond climate crises, polarised societies and failed leadership",Mark Drewell,"Drewell, Mark",Björn Larsson,"=""1912892936""","=""9781912892938""",0,3.64,ForeSight Press,Kindle Edition,81,2020,,,2024/12/29,to-read,to-read (#588),to-read,,,,0,0
19383938,The Elegant Self: A Radical Approach to Personal Evolution for Greater Influence In Life (Revised Edition),Rob McNamara,"McNamara, Rob",,"=""0988768917""","=""9780988768918""",0,4.49,Performance Integral,Kindle Edition,163,2013,2013,,2024/10/28,reading-soon,reading-soon (#7),reading-soon,,,,0,0
62292177,What We Owe The Future: A Million-Year View,William MacAskill,"MacAskill, William",,"=""0861542517""","=""9780861542512""",4,3.82,Oneworld Publications,Kindle Edition,494,2022,2022,2024/12/15,2022/09/11,,,read,,,,1,0
13554009,Mystery Teachings from the Living Earth: An Introduction to Spiritual Ecology,John Michael Greer,"Greer, John Michael",,"=""""","=""""",0,4.30,Weiser Books,Paperback,140,2012,2012,,2024/12/01,to-read,to-read (#587),to-read,,,,0,0
57989043,Metamodernism and the Return of Transcendence,A. Severan,"Severan, A.",Brendan Graham Dempsey,"=""""","=""9798728412397""",0,4.25,Independently Published,Kindle Edition,108,2021,,,2024/11/21,to-read,to-read (#586),to-read,,,,0,0
199122606,"Right Story, Wrong Story",Tyson Yunkaporta,"Yunkaporta, Tyson",,"=""1922790435""","=""9781922790439""",5,4.10,Text Publishing,Paperback,288,2023,2023,2024/11/19,2024/08/29,indigenous-thinking,indigenous-thinking (#11),read,,,,1,0
70197,Molecules Of Emotion: The Science Behind Mind-Body Medicine,Candace B. Pert,"Pert, Candace B.",,"=""0684846349""","=""9780684846347""",0,4.15,Simon & Schuster,Paperback,368,1999,1997,,2024/11/05,to-read,to-read (#585),to-read,,,,0,0
996359,Emotional Anatomy: The Structure of Experience,Stanley Keleman,"Keleman, Stanley",,"=""0934320101""","=""9780934320108""",0,3.95,Center Pr,Paperback,161,1989,1985,,2024/11/04,to-read,to-read (#584),to-read,,,,0,0
13459909,Strength to Awaken,Rob McNamara,"McNamara, Rob",,"=""0615544606""","=""9780615544601""",0,3.94,Performance Integral,Hardcover,268,2011,2011,,2024/10/28,to-read,to-read (#583),to-read,,,,0,0
205478762,Playground,Richard Powers,"Powers, Richard",,"=""1324086033""","=""9781324086031""",4,4.15,W. W. Norton & Company,Hardcover,381,2024,2024,2024/10/18,2024/09/21,,,read,,,,1,0
30091914,Human Acts,Han Kang,"Kang, Han",Deborah     Smith,"=""1101906723""","=""9781101906729""",0,4.27,Hogarth,Hardcover,218,2017,2014,,2024/10/18,to-read,to-read (#582),to-read,,,,0,0
204294839,Taming Silicon Valley: How We Can Ensure That AI Works for Us,Gary F. Marcus,"Marcus, Gary F.",,"=""0262551063""","=""9780262551069""",0,3.98,The MIT Press,Paperback,240,2024,,,2024/10/07,to-read,to-read (#581),to-read,,,,0,0
144873,Healing Back Pain: The Mind-Body Connection,John E. Sarno,"Sarno, John E.",,"=""0446392308""","=""9780446392303""",0,4.05,Warner Books,Paperback,193,1991,1982,,2024/10/02,to-read,to-read (#580),to-read,,,,0,0
772888,Woman on the Edge of Time,Marge Piercy,"Piercy, Marge",,"=""0449210820""","=""9780449210826""",0,3.91,Fawcett,Mass Market Paperback,376,1985,1976,,2024/10/02,to-read,to-read (#579),to-read,,,,0,0
60806778,The Deluge,Stephen Markley,"Markley, Stephen",,"=""1982123095""","=""9781982123093""",0,4.23,Simon & Schuster,Hardcover,896,2023,2023,,2023/10/28,reading-soon,reading-soon (#6),reading-soon,,,,0,0
55711014,Hungry Ghosts,Andy Rotman,"Rotman, Andy",,"=""1614297215""","=""9781614297215""",0,3.96,Wisdom Publications,Paperback,224,2021,,,2024/10/01,to-read,to-read (#578),to-read,,,,0,0
61867765,Survival of the Richest: Escape Fantasies of the Tech Billionaires,Douglas Rushkoff,"Rushkoff, Douglas",,"=""0393881075""","=""9780393881073""",0,3.84,W. W. Norton & Company,Kindle Edition,225,2022,2022,,2022/11/19,to-read,to-read (#363),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.03,Penguin Classics,Paperback,240,2003,1886,,2024/09/22,to-read,to-read (#577),to-read,,,,0,0
62856957,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""1399600494""","=""9781399600491""",4,3.89,Weidenfeld & Nicolson,Kindle Edition,464,2022,2022,2024/09/21,2024/09/15,,,read,,,,1,0
60194743,Viral Justice: How We Grow the World We Want,Ruha Benjamin,"Benjamin, Ruha",,"=""0691222886""","=""9780691222882""",0,4.43,Princeton University Press,Hardcover,392,2022,2022,,2024/09/06,to-read,to-read (#576),to-read,,,,0,0
182506566,"Finding Radical Wholeness: The Integral Path to Unity, Growth, and Delight",Ken Wilber,"Wilber, Ken",,"=""1645471853""","=""9781645471851""",0,4.30,Shambhala,Hardcover,488,2024,,,2024/06/26,to-read,to-read (#575),to-read,,,,0,0
165053041,Fully Alive: Tending to the Soul in Turbulent Times,Elizabeth  Oldfield,"Oldfield, Elizabeth",,"=""1399810782""","=""9781399810784""",0,4.23,Hodder & Stoughton,Kindle Edition,273,2024,,,2024/05/29,to-read,to-read (#574),to-read,,,,0,0
4922079,"One Second After (After, #1)",William R. Forstchen,"Forstchen, William R.",Newt Gingrich,"=""0765317583""","=""9780765317582""",0,3.98,Forge Books,Hardcover,352,2009,2009,,2024/02/13,to-read,to-read (#573),to-read,,,,0,0
195887568,Why Machines Learn: The Elegant Math Behind Modern AI,Anil Ananthaswamy,"Ananthaswamy, Anil",,"=""0593185757""","=""9780593185759""",0,4.38,Dutton,Kindle Edition,494,2024,2024,,2024/06/21,to-read,to-read (#572),to-read,,,,0,0
59417414,Fables and Spells: Collected and New Short Fiction and Poetry,Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849354502""","=""9781849354509""",0,4.39,AK Press,Paperback,248,2022,2022,,2024/05/31,reading-soon,reading-soon (#5),reading-soon,,,,0,0
28369185,Staying with the Trouble: Making Kin in the Chthulucene (Experimental Futures),Donna J. Haraway,"Haraway, Donna J.",,"=""0822362147""","=""9780822362142""",0,4.04,Duke University Press,Hardcover,312,2016,2016,,2024/09/15,reading-soon,reading-soon (#4),reading-soon,,,,0,0
920181,Daimonic Reality: A Field Guide to the Otherworld,Patrick Harpur,"Harpur, Patrick",,"=""0937663093""","=""9780937663097""",0,4.18,Pine Winds Pr,Hardcover,329,2003,1994,,2024/09/17,to-read,to-read (#571),to-read,,,,0,0
192631473,Any Human Power,Manda Scott,"Scott, Manda",,"=""1914613562""","=""9781914613562""",0,3.82,September Publishing (UK),Hardcover,506,2024,2024,,2024/05/29,to-read,to-read (#570),to-read,,,,0,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,,2024/05/03,to-read,to-read (#569),to-read,,,,0,0
664216,The Philosophers’ Secret Fire: A History of the Imagination,Patrick Harpur,"Harpur, Patrick",,"=""1566634857""","=""9781566634854""",0,4.30,Ivan R. Dee,Hardcover,336,2002,1999,,2024/01/31,to-read,to-read (#568),to-read,,,,0,0
192354,"Of Water and the Spirit: Ritual, Magic, and Initiation in the Life of an African Shaman (Compass)",Malidoma Patrice Somé,"Somé, Malidoma Patrice",,"=""""","=""9780140194968""",0,4.41,Tarcher,Paperback,311,1995,1994,,2023/10/31,to-read,to-read (#566),to-read,,,,0,0
58734811,Bittersweet: How Sorrow and Longing Make Us Whole,Susan Cain,"Cain, Susan",,"=""0451499786""","=""9780451499783""",0,3.96,Crown,Hardcover,310,2022,2022,,2024/01/02,to-read,to-read (#567),to-read,,,,0,0
41830657,Islands of Abandonment: Life in the Post-Human Landscape,Cal Flyn,"Flyn, Cal",,"=""0008329761""","=""9780008329761""",0,4.19,William Collins,Hardcover,376,2021,2021,,2023/09/30,to-read,to-read (#564),to-read,,,,0,0
90590134,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""0593593952""","=""9780593593950""",0,3.81,Crown,Hardcover,332,2023,2023,,2023/10/27,to-read,to-read (#565),to-read,,,,0,0
125078090,Blockchain Radicals: How Capitalism Ruined Crypto and How to Fix It,Joshua Dávila,"Dávila, Joshua",,"=""1914420853""","=""9781914420856""",0,3.69,Repeater,Paperback,344,2023,,,2023/05/28,to-read,to-read (#563),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2023/04/07,to-read,to-read (#561),to-read,,,,0,0
62664342,The Bigger Picture: How Psychedelics Can Help Us Make Sense of the World,Alexander Beiner,"Beiner, Alexander",,"=""140197189X""","=""9781401971892""",0,4.19,Hay House UK,Paperback,292,2023,,,2023/05/09,to-read,to-read (#562),to-read,,,,0,0
566224,Ancient Futures: Learning from Ladakh,Helena Norberg-Hodge,"Norberg-Hodge, Helena",Peter Matthiessen,"=""0871566435""","=""9780871566430""",0,4.32,Sierra Club Books,Paperback,238,1992,1991,,2023/01/18,to-read,to-read (#559),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.19,Chelsea Green Publishing,Paperback,218,2008,2008,,2023/01/18,to-read,to-read (#558),to-read,,,,0,0
53041200,"A Small Farm Future: Making the Case for a Society Built Around Local Economies, Self-Provisioning, Agricultural Diversity, and a Shared Earth",Chris Smaje,"Smaje, Chris",,"=""1603589023""","=""9781603589024""",0,4.09,Chelsea Green Publishing Company,Hardcover,288,2020,2020,,2023/03/10,to-read,to-read (#560),to-read,,,,0,0
319810,Overshoot: The Ecological Basis of Revolutionary Change,William R. Catton Jr.,"Jr., William R. Catton",Stewart L. Udall,"=""0252009886""","=""9780252009884""",0,4.45,University of Illinois Press,Paperback,320,1982,1980,,2023/01/09,to-read,to-read (#556),to-read,,,,0,0
54785505,Inflamed: Deep Medicine and the Anatomy of Injustice,Rupa Marya,"Marya, Rupa",Raj Patel,"=""0374602514""","=""9780374602512""",0,4.30,"Farrar, Straus and Giroux",Hardcover,496,2021,2021,,2023/01/13,to-read,to-read (#557),to-read,,,,0,0
52434090,This Civilisation is Finished: Conversations on the end of Empire - and what lies beyond,Rupert Read,"Read, Rupert",Samuel    Alexander,"=""0994282842""","=""9780994282842""",0,3.98, Simplicity Institute,Kindle Edition,104,2019,,,2022/11/08,to-read,to-read (#553),to-read,,,,0,0
58537332,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture",Gabor Maté,"Maté, Gabor",Daniel Maté,"=""0593083881""","=""9780593083888""",0,4.31,Avery,Hardcover,576,2022,2022,,2022/12/18,to-read,to-read (#554),to-read,,,,0,0
75422485,12 Commandments: For Extraordinary People To Master Ordinary Life,Hanzi Freinacht,"Freinacht, Hanzi",,"=""""","=""""",0,4.39,METAMODERNA,Kindle Edition,415,2022,,,2023/01/02,to-read,to-read (#555),to-read,,,,0,0
12199409,Wetiko: The Greatest Epidemic Sickness Known to Humanity,Paul  Levy,"Levy, Paul",,"=""""","=""""",0,4.45,Awaken In The Dream Publishing,Paperback,152,2011,2011,,2022/11/06,to-read,to-read (#551),to-read,,,,0,0
55384168,No Bad Parts: Healing Trauma and Restoring Wholeness with the Internal Family Systems Model,Richard C. Schwartz,"Schwartz, Richard C.",Alanis Morissette,"=""1683646681""","=""9781683646686""",0,4.11,St. Martin's Essentials / Sounds True,Paperback,216,2021,2021,,2022/11/06,to-read,to-read (#552),to-read,,,,0,0
61326124,The Lost Rainforests of Britain,Guy Shrubsole,"Shrubsole, Guy",,"=""0008527954""","=""9780008527952""",0,4.29,William Collins,Hardcover,326,2022,2022,,2022/10/31,to-read,to-read (#550),to-read,,,,0,0
12724157,The Unlikely Peace at Cuchumaquic: The Parallel Lives of People as Plants: Keeping the Seeds Alive,Martin Prechtel,"Prechtel, Martin",,"=""1583943609""","=""9781583943601""",0,4.61,North Atlantic Books,Hardcover,476,2012,2012,,2022/10/03,to-read,to-read (#548),to-read,,,,0,0
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Charles Yates),"Yates), Culadasa (John Charles","John Charles Yates, Matthew Immergut, Jeremy Graves","=""0990847705""","=""9780990847700""",0,4.26,Dharma Treasure Press,Paperback,504,2015,2015,,2022/10/10,to-read,to-read (#549),to-read,,,,0,0
716592,Awakening Earth: Exploring the Evolution of Human Culture and Consciousness,Duane Elgin,"Elgin, Duane",,"=""0688116213""","=""9780688116217""",0,4.22,William Morrow & Co,Hardcover,382,1993,1993,,2022/09/25,to-read,to-read (#546),to-read,,,,0,0
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""""","=""""",0,4.30,Knopf,Hardcover,287,2009,2009,,2022/09/11,to-read,to-read (#545),to-read,,,,0,0
59362020,The Solutions Are Already Here: Strategies of Ecological Revolution from Below,Peter Gelderloos,"Gelderloos, Peter",,"=""0745345123""","=""9780745345123""",0,4.17,Pluto Press,Hardcover,256,2022,,,2022/10/01,to-read,to-read (#547),to-read,,,,0,0
54944,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,"Easton, Dossie",Catherine A. Liszt,"=""1890159018""","=""9781890159016""",0,3.94,Greenery Press,Paperback,280,1997,1997,,2022/09/03,to-read,to-read (#543),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",0,3.87,Harper,Paperback,212,2016,2016,,2022/09/11,to-read,to-read (#544),to-read,,,,0,0
177185,"Integral Life Practice: A 21st-Century Blueprint for Physical Health, Emotional Balance, Mental Clarity, and Spiritual Awakening",Ken Wilber,"Wilber, Ken","Terry Patten, Adam Leonard, Marco Morelli","=""1590304675""","=""9781590304679""",0,4.09,Integral Books,Paperback,388,2008,2006,,2022/07/13,to-read,to-read (#541),to-read,,,,0,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.19,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2022/08/05,to-read,to-read (#542),to-read,,,,0,0
57506910,Work With Source,Tom   Nixon,"Nixon, Tom",,"=""1527286681""","=""9781527286689""",0,3.94,Tom Nixon Ltd,Paperback,275,2021,,,2022/06/11,to-read,to-read (#540),to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,,2022/05/07,to-read,to-read (#538),to-read,,,,0,0
58492693,The Entangled Activist,Anthea  Lawson,"Lawson, Anthea",,"=""1999836820""","=""9781999836825""",0,4.38,Perspectiva,Paperback,272,2021,,,2022/06/06,to-read,to-read (#539),to-read,,,,0,0
