entity_key,feed_item_type,context_type,context_json,published_at,primary_link,post_id,post_title,post_slug,post_canonical_url,post_date,post_restacks,post_restacked,post_reaction_count,post_comment_count,post_subtitle,post_description,post_cover_image_url,publication_id,publication_name,publication_subdomain,publication_custom_domain,publication_logo_url,comment_id,comment_author_handle,comment_author_name,comment_user_id,comment_photo_url,comment_bio,parent_comment_id,body,quote_selections_json,reaction_count,reactions_json,restacks,restacked,children_count,edited_at,media_clip_id,attachments_json,body_json,parent_comments_json
c-242073761,comment,note,"{""type"":""note"",""timestamp"":""2026-04-12T06:33:23.277Z"",""users"":[{""id"":1516051,""name"":""Stephen Reid"",""handle"":""stephenreid"",""previous_name"":null,""photo_url"":""https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F24ede9c9-a89c-47fd-aaee-350b6e51f406_1024x1024.jpeg"",""bio"":""Founder of Dandelion · Writing a book on Technological Metamodernism · Stockholm, Sweden 🇸🇪 https://stephenreid.net/"",""profile_set_up_at"":""2022-01-28T11:40:23.898Z"",""reader_installed_at"":""2022-11-05T13:01:15.631Z"",""bestseller_tier"":null,""status"":{""bestsellerTier"":null,""subscriberTier"":null,""leaderboard"":null,""vip"":false,""badge"":null,""paidPublicationIds"":[],""subscriber"":null},""primary_publication"":{""id"":5949,""subdomain"":""stephenreid"",""custom_domain_optional"":false,""name"":""Stephen Reid"",""logo_url"":""https://substack-post-media.s3.amazonaws.com/public/images/25b04901-8a82-47af-a4d7-f935403c5095_560x560.png"",""author_id"":1516051,""user_id"":1516051,""handles_enabled"":false,""explicit"":false,""is_personal_mode"":false,""payments_state"":""enabled"",""pledges_enabled"":false,""ios_app_payments_enabled"":true}}],""fallbackReason"":""//TODO: create fallback reasons"",""fallbackUrl"":null,""isFresh"":false,""page"":null,""page_rank"":0}",2026-04-12T06:33:23.277Z,https://substack.com/@stephenreid/note/c-242073761,,,,,,,,,,,,,,,,,,242073761,stephenreid,Stephen Reid,1516051,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F24ede9c9-a89c-47fd-aaee-350b6e51f406_1024x1024.jpeg","","","

“Here's what I've come to believe after 20 years of studying this. The carbon pulse gave us extraordinary material wealth, but it also subtly narrowed our definition of a good life, to one measured by consumption, convenience, speed, and stuff.

Pursuit of happiness became pursuit of more. And yet the psychological research is remarkably consistent: beyond a threshold of basic needs being met, more stuff does not produce more wellbeing. What produces wellbeing, what produces meaning, is connection, and purpose, and maturity, and time in nature, and skills, community and relationships, service to something beyond yourself. A sense of belonging.

These are ancient satisfactions that do not require ancient sunlight, because they predate the carbon pulse by hundreds of thousands of years. They don't require a barrel of oil. But they do require us to restrengthen skill sets and muscles that have been eroded away in our modern context. Things like trust and collaboration, communication, conflict management, and a shared sense of purpose.

The Simplification ahead is going to be disruptive and painful in many ways. But it also will reopen a door that cheap energy quietly closed: the door to a life organized around what actually matters, rather than what the economic Superorganism optimizes for.

The most meaningful life available to a human being has never required 200,000 calories a day, and never will. We have a brief window to figure out what comes next. This is the conversation that matters. Energy, ecology, and human behavior.”

– @Nate Hagens in Oil 301: The World After Cheap Energy","",4,"{""❤"":4}",1,false,0,2026-04-12T06:39:01.668Z,,"[{""id"":""f45f55f2-c396-40ff-9ae1-0ff59dd136fe"",""user_id"":1516051,""comment_id"":242073761,""type"":""video"",""media_upload_id"":""6d0d0b12-a00f-4b44-a3d8-dabd3ee4ef6d"",""mediaUpload"":{""id"":""6d0d0b12-a00f-4b44-a3d8-dabd3ee4ef6d"",""name"":""clip.mp4"",""created_at"":""2026-04-12T06:31:32.043Z"",""uploaded_at"":""2026-04-12T06:32:01.745Z"",""publication_id"":null,""state"":""transcoded"",""post_id"":null,""user_id"":1516051,""duration"":125.16766,""height"":1080,""width"":1920,""thumbnail_id"":1,""preview_start"":null,""preview_duration"":null,""media_type"":""video"",""primary_file_size"":158814549,""is_mux"":true,""mux_asset_id"":""ZMsPj6DNfgnz1BpHNhFrMexIoUI7zDa43VCW1eFTh008"",""mux_playback_id"":""00vlxKNQGV86b00XoSilFOcAjcUwA12sFohTBBH8px5iU"",""mux_preview_asset_id"":null,""mux_preview_playback_id"":null,""mux_rendition_quality"":""high"",""mux_preview_rendition_quality"":null,""explicit"":false,""copyright_infringement"":null,""src_media_upload_id"":null,""live_stream_id"":null}}]","{""type"":""doc"",""attrs"":{""schemaVersion"":""v1""},""content"":[{""type"":""blockquote"",""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""“Here's what I've come to believe after 20 years of studying this. The carbon pulse gave us extraordinary material wealth, but it also subtly narrowed our definition of a good life, to one measured by consumption, convenience, speed, and stuff.""}]},{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Pursuit of happiness became pursuit of more. And yet the psychological research is remarkably consistent: beyond a threshold of basic needs being met, more stuff does not produce more wellbeing. What produces wellbeing, what produces meaning, is connection, and purpose, and maturity, and time in nature, and skills, community and relationships, service to something beyond yourself. A sense of belonging.""}]},{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""These are ancient satisfactions that do not require ancient sunlight, because they predate the carbon pulse by hundreds of thousands of years. They don't require a barrel of oil. But they do require us to restrengthen skill sets and muscles that have been eroded away in our modern context. Things like trust and collaboration, communication, conflict management, and a shared sense of purpose.""}]},{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""The Simplification ahead is going to be disruptive and painful in many ways. But it also will reopen a door that cheap energy quietly closed: the door to a life organized around what actually matters, rather than what the economic Superorganism optimizes for.""}]},{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""The most meaningful life available to a human being has never required 200,000 calories a day, and never will. We have a brief window to figure out what comes next. This is the conversation that matters. Energy, ecology, and human behavior.”""}]}]},{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""– ""},{""type"":""substack_mention"",""attrs"":{""id"":24338759,""label"":""Nate Hagens"",""mentionType"":""user"",""url"":null}},{""type"":""text"",""text"":"" in Oil 301: The World After Cheap Energy""}]}]}",[]
